InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
103202,P1004,Noise Cancelling Headphones,3,2023-11-17,120.0,10037,USA,360.0
103202,P1007,Gaming Mousepad,2,2024-04-16,18.75,10660,USA,37.5
103203,P1007,Gaming Mousepad,2,2023-12-03,18.75,11920,Germany,37.5
103204,P1009,USB-C Hub,5,2023-02-24,45.0,10629,USA,225.0
103204,P1003,Laptop Stand,2,2024-07-08,35.0,10472,Singapore,70.0
103204,P1007,Gaming Mousepad,2,2024-01-18,18.75,11528,Germany,37.5
103205,P1006,Bluetooth Speaker,2,2023-02-22,55.0,10872,United Kingdom,110.0
103205,P1010,Ergonomic Chair Cushion,1,2024-03-05,30.0,11176,India,30.0
103206,P1007,Gaming Mousepad,4,2024-01-28,18.75,11714,USA,75.0
103207,P1007,Gaming Mousepad,1,2023-10-06,18.75,11041,UAE,18.75
103207,P1010,Ergonomic Chair Cushion,2,2024-06-29,30.0,10515,USA,60.0
103207,P1005,HD Webcam,2,2024-04-30,65.0,11964,India,130.0
103208,P1009,USB-C Hub,1,2023-08-20,45.0,10150,France,45.0
103208,P1007,Gaming Mousepad,1,2023-10-18,18.75,11176,Singapore,18.75
103208,P1007,Gaming Mousepad,5,2023-02-17,18.75,10157,France,93.75
103208,P1003,Laptop Stand,5,2024-04-09,35.0,11908,Germany,175.0
103209,P1001,Wireless Mouse,2,2024-06-16,15.99,10222,Netherlands,31.98
103210,P1005,HD Webcam,1,2024-08-01,65.0,11237,France,65.0
103211,P1008,External SSD 1TB,5,2023-10-21,140.0,11229,India,700.0
103211,P1005,HD Webcam,3,2023-11-05,65.0,10112,Singapore,195.0
103211,P1010,Ergonomic Chair Cushion,1,2023-10-18,30.0,10173,Singapore,30.0
103211,P1003,Laptop Stand,4,2023-09-27,35.0,11947,UAE,140.0
103212,P1009,USB-C Hub,3,2023-11-10,45.0,10037,Netherlands,135.0
103212,P1002,USB Keyboard,3,2023-03-09,25.5,10801,USA,76.5
103213,P1003,Laptop Stand,1,2024-08-07,35.0,10592,UAE,35.0
103213,P1004,Noise Cancelling Headphones,2,2023-02-07,120.0,11739,UAE,240.0
103213,P1010,Ergonomic Chair Cushion,4,2024-10-16,30.0,10057,France,120.0
103213,P1001,Wireless Mouse,5,2024-03-13,15.99,11775,UAE,79.95
103214,P1004,Noise Cancelling Headphones,5,2024-06-05,120.0,10299,UAE,600.0
103215,P1004,Noise Cancelling Headphones,2,2023-05-19,120.0,11827,Singapore,240.0
103215,P1009,USB-C Hub,4,2024-08-29,45.0,11124,United Kingdom,180.0
103215,P1008,External SSD 1TB,4,2023-04-25,140.0,10544,Singapore,560.0
103215,P1002,USB Keyboard,3,2024-04-26,25.5,10250,USA,76.5
103216,P1007,Gaming Mousepad,3,2024-05-20,18.75,10578,UAE,56.25
103216,P1006,Bluetooth Speaker,4,2024-07-22,55.0,11663,France,220.0
103216,P1007,Gaming Mousepad,1,2023-12-03,18.75,10989,USA,18.75
103217,P1004,Noise Cancelling Headphones,1,2023-07-15,120.0,10952,UAE,120.0
103217,P1005,HD Webcam,1,2024-09-10,65.0,11278,USA,65.0
103217,P1006,Bluetooth Speaker,4,2023-10-20,55.0,10472,United Kingdom,220.0
103217,P1009,USB-C Hub,5,2023-10-01,45.0,10367,USA,225.0
103218,P1002,USB Keyboard,1,2023-10-22,25.5,10008,Netherlands,25.5
103219,P1009,USB-C Hub,5,2023-09-02,45.0,10769,USA,225.0
103219,P1010,Ergonomic Chair Cushion,1,2023-02-09,30.0,11677,Singapore,30.0
103219,P1001,Wireless Mouse,4,2023-01-07,15.99,10941,France,63.96
103219,P1004,Noise Cancelling Headphones,1,2024-04-04,120.0,11129,USA,120.0
103220,P1005,HD Webcam,5,2023-05-27,65.0,11303,Singapore,325.0
103220,P1009,USB-C Hub,2,2023-10-20,45.0,10424,UAE,90.0
103221,P1006,Bluetooth Speaker,5,2023-09-21,55.0,11564,India,275.0
103221,P1004,Noise Cancelling Headphones,2,2024-12-14,120.0,11110,Germany,240.0
103221,P1002,USB Keyboard,5,2024-11-06,25.5,11327,United Kingdom,127.5
103221,P1005,HD Webcam,1,2023-11-23,65.0,11740,India,65.0
103222,P1008,External SSD 1TB,1,2023-12-14,140.0,11689,Netherlands,140.0
103222,P1008,External SSD 1TB,5,2023-06-18,140.0,10469,United Kingdom,700.0
103223,P1006,Bluetooth Speaker,1,2023-02-12,55.0,11895,Singapore,55.0
103223,P1001,Wireless Mouse,1,2024-03-24,15.99,10662,UAE,15.99
103223,P1008,External SSD 1TB,4,2024-07-19,140.0,11630,India,560.0
103224,P1004,Noise Cancelling Headphones,3,2023-08-09,120.0,10797,France,360.0
103224,P1002,USB Keyboard,3,2023-09-04,25.5,10187,India,76.5
103225,P1001,Wireless Mouse,5,2023-08-02,15.99,11753,USA,79.95
103225,P1007,Gaming Mousepad,3,2024-01-09,18.75,11765,India,56.25
103225,P1002,USB Keyboard,2,2023-05-30,25.5,11724,United Kingdom,51.0
103225,P1004,Noise Cancelling Headphones,5,2024-03-06,120.0,10311,UAE,600.0
103226,P1004,Noise Cancelling Headphones,5,2024-12-28,120.0,11906,India,600.0
103227,P1010,Ergonomic Chair Cushion,2,2024-10-26,30.0,11668,India,60.0
103227,P1001,Wireless Mouse,3,2024-06-25,15.99,10493,USA,47.97
103228,P1002,USB Keyboard,2,2023-07-18,25.5,11144,United Kingdom,51.0
103228,P1001,Wireless Mouse,1,2024-05-18,15.99,10261,India,15.99
103228,P1006,Bluetooth Speaker,5,2024-10-04,55.0,11216,UAE,275.0
103229,P1003,Laptop Stand,4,2023-11-22,35.0,10787,Singapore,140.0
103229,P1001,Wireless Mouse,2,2023-03-21,15.99,11818,India,31.98
103230,P1008,External SSD 1TB,5,2023-01-29,140.0,11568,India,700.0
103230,P1004,Noise Cancelling Headphones,5,2024-03-14,120.0,10340,Netherlands,600.0
103231,P1010,Ergonomic Chair Cushion,2,2024-05-28,30.0,11098,United Kingdom,60.0
103231,P1007,Gaming Mousepad,4,2024-01-17,18.75,10493,India,75.0
103232,P1010,Ergonomic Chair Cushion,5,2023-08-04,30.0,10064,Singapore,150.0
103232,P1002,USB Keyboard,1,2024-02-14,25.5,10618,Germany,25.5
103232,P1006,Bluetooth Speaker,1,2023-11-06,55.0,10625,Netherlands,55.0
103233,P1006,Bluetooth Speaker,1,2024-05-16,55.0,11677,United Kingdom,55.0
103233,P1007,Gaming Mousepad,4,2023-01-09,18.75,10978,USA,75.0
103233,P1001,Wireless Mouse,3,2023-08-18,15.99,10386,Germany,47.97
103233,P1001,Wireless Mouse,1,2023-04-10,15.99,11038,UAE,15.99
103234,P1002,USB Keyboard,2,2024-08-04,25.5,11180,India,51.0
103234,P1002,USB Keyboard,3,2024-07-19,25.5,11652,India,76.5
103235,P1005,HD Webcam,2,2024-03-06,65.0,10181,France,130.0
103235,P1001,Wireless Mouse,4,2023-12-16,15.99,10687,Singapore,63.96
103236,P1002,USB Keyboard,1,2024-12-18,25.5,11728,France,25.5
103237,P1006,Bluetooth Speaker,5,2024-12-18,55.0,11041,Netherlands,275.0
103237,P1003,Laptop Stand,1,2024-08-16,35.0,10733,USA,35.0
103237,P1004,Noise Cancelling Headphones,4,2024-08-30,120.0,10009,France,480.0
103238,P1001,Wireless Mouse,1,2023-03-31,15.99,10190,Germany,15.99
103238,P1005,HD Webcam,1,2024-06-26,65.0,10730,United Kingdom,65.0
103239,P1004,Noise Cancelling Headphones,1,2023-08-09,120.0,11410,Germany,120.0
103239,P1008,External SSD 1TB,4,2024-08-12,140.0,10719,USA,560.0
103239,P1003,Laptop Stand,1,2024-05-03,35.0,10393,USA,35.0
103240,P1010,Ergonomic Chair Cushion,5,2023-03-05,30.0,10632,USA,150.0
103240,P1001,Wireless Mouse,5,2023-11-01,15.99,11863,UAE,79.95
103241,P1010,Ergonomic Chair Cushion,3,2023-06-09,30.0,10682,Germany,90.0
103241,P1005,HD Webcam,3,2023-07-10,65.0,11115,Singapore,195.0
103241,P1001,Wireless Mouse,3,2023-06-29,15.99,10639,USA,47.97
103241,P1005,HD Webcam,3,2023-06-16,65.0,10951,India,195.0
103242,P1009,USB-C Hub,5,2023-03-17,45.0,10294,UAE,225.0
103242,P1005,HD Webcam,3,2023-02-17,65.0,11852,Germany,195.0
103242,P1002,USB Keyboard,2,2023-05-11,25.5,11396,USA,51.0
103242,P1002,USB Keyboard,4,2023-08-31,25.5,10889,Germany,102.0
103243,P1010,Ergonomic Chair Cushion,4,2024-02-02,30.0,11884,India,120.0
103243,P1009,USB-C Hub,5,2023-01-26,45.0,10552,Singapore,225.0
103244,P1005,HD Webcam,4,2023-10-18,65.0,11676,Germany,260.0
103244,P1008,External SSD 1TB,4,2023-08-03,140.0,11008,France,560.0
103244,P1010,Ergonomic Chair Cushion,1,2024-05-30,30.0,11497,USA,30.0
103244,P1004,Noise Cancelling Headphones,3,2024-03-04,120.0,11264,USA,360.0
103245,P1002,USB Keyboard,3,2023-08-17,25.5,11783,Germany,76.5
103245,P1004,Noise Cancelling Headphones,1,2024-11-23,120.0,11785,UAE,120.0
103246,P1004,Noise Cancelling Headphones,5,2024-03-23,120.0,11592,France,600.0
103246,P1009,USB-C Hub,2,2024-10-27,45.0,10259,Netherlands,90.0
103246,P1010,Ergonomic Chair Cushion,5,2023-12-12,30.0,10161,UAE,150.0
103246,P1006,Bluetooth Speaker,2,2023-04-25,55.0,11297,United Kingdom,110.0
103247,P1010,Ergonomic Chair Cushion,2,2024-01-15,30.0,10277,United Kingdom,60.0
103248,P1006,Bluetooth Speaker,1,2024-10-30,55.0,10842,Netherlands,55.0
103249,P1005,HD Webcam,5,2023-04-06,65.0,11096,UAE,325.0
103250,P1006,Bluetooth Speaker,3,2024-07-26,55.0,10097,UAE,165.0
103250,P1001,Wireless Mouse,5,2023-05-22,15.99,11704,Germany,79.95
103250,P1005,HD Webcam,5,2023-06-30,65.0,10593,India,325.0
103251,P1006,Bluetooth Speaker,2,2023-06-07,55.0,11173,USA,110.0
103251,P1008,External SSD 1TB,2,2023-01-22,140.0,10424,United Kingdom,280.0
103251,P1004,Noise Cancelling Headphones,3,2024-04-09,120.0,10777,Singapore,360.0
103252,P1005,HD Webcam,3,2023-04-04,65.0,11883,United Kingdom,195.0
103253,P1004,Noise Cancelling Headphones,2,2024-10-07,120.0,11725,USA,240.0
103253,P1007,Gaming Mousepad,5,2024-07-06,18.75,11814,India,93.75
103253,P1010,Ergonomic Chair Cushion,2,2023-09-10,30.0,11794,USA,60.0
103254,P1006,Bluetooth Speaker,4,2023-04-10,55.0,11146,France,220.0
103254,P1004,Noise Cancelling Headphones,4,2023-03-27,120.0,10966,UAE,480.0
103254,P1006,Bluetooth Speaker,2,2023-10-30,55.0,11223,Germany,110.0
103254,P1004,Noise Cancelling Headphones,3,2023-10-06,120.0,10863,Singapore,360.0
103255,P1008,External SSD 1TB,2,2023-11-29,140.0,11724,Netherlands,280.0
103255,P1003,Laptop Stand,5,2024-05-12,35.0,11323,Netherlands,175.0
103256,P1008,External SSD 1TB,4,2023-08-18,140.0,11984,United Kingdom,560.0
103256,P1002,USB Keyboard,1,2023-06-30,25.5,11211,Singapore,25.5
103257,P1006,Bluetooth Speaker,3,2024-11-10,55.0,11944,UAE,165.0
103257,P1008,External SSD 1TB,1,2023-12-30,140.0,10921,United Kingdom,140.0
103258,P1001,Wireless Mouse,3,2024-03-20,15.99,11954,India,47.97
103259,P1006,Bluetooth Speaker,1,2023-01-14,55.0,11740,India,55.0
103259,P1009,USB-C Hub,1,2023-10-05,45.0,10539,Singapore,45.0
103259,P1010,Ergonomic Chair Cushion,2,2023-11-20,30.0,11610,USA,60.0
103260,P1010,Ergonomic Chair Cushion,3,2023-03-22,30.0,11269,USA,90.0
103260,P1002,USB Keyboard,4,2024-01-22,25.5,10395,United Kingdom,102.0
103260,P1001,Wireless Mouse,1,2024-12-07,15.99,10114,United Kingdom,15.99
103260,P1002,USB Keyboard,2,2024-12-13,25.5,11018,Netherlands,51.0
103261,P1005,HD Webcam,5,2024-02-26,65.0,11834,France,325.0
103261,P1006,Bluetooth Speaker,3,2024-06-02,55.0,11755,France,165.0
103261,P1001,Wireless Mouse,3,2024-02-01,15.99,11944,USA,47.97
103261,P1007,Gaming Mousepad,4,2023-12-18,18.75,10028,United Kingdom,75.0
103262,P1004,Noise Cancelling Headphones,1,2024-03-14,120.0,10693,United Kingdom,120.0
103263,P1009,USB-C Hub,2,2024-09-11,45.0,11203,United Kingdom,90.0
103263,P1006,Bluetooth Speaker,1,2024-11-07,55.0,11792,USA,55.0
103263,P1009,USB-C Hub,2,2024-01-01,45.0,10167,USA,90.0
103263,P1001,Wireless Mouse,4,2023-08-24,15.99,10086,Netherlands,63.96
103264,P1004,Noise Cancelling Headphones,1,2024-12-17,120.0,11330,Singapore,120.0
103264,P1002,USB Keyboard,5,2023-12-15,25.5,10664,United Kingdom,127.5
103264,P1006,Bluetooth Speaker,4,2024-12-17,55.0,11552,France,220.0
103264,P1004,Noise Cancelling Headphones,4,2023-05-28,120.0,11030,Germany,480.0
103265,P1009,USB-C Hub,3,2024-05-02,45.0,10745,USA,135.0
103265,P1003,Laptop Stand,2,2023-11-02,35.0,10441,Netherlands,70.0
103265,P1001,Wireless Mouse,1,2024-07-06,15.99,10733,UAE,15.99
103265,P1001,Wireless Mouse,2,2023-04-29,15.99,10069,France,31.98
103266,P1009,USB-C Hub,4,2024-08-07,45.0,10606,France,180.0
103266,P1009,USB-C Hub,1,2023-01-04,45.0,10327,Germany,45.0
103266,P1005,HD Webcam,5,2024-07-08,65.0,11820,France,325.0
103266,P1002,USB Keyboard,2,2024-12-19,25.5,11579,France,51.0
103267,P1009,USB-C Hub,2,2023-01-31,45.0,10712,France,90.0
103267,P1008,External SSD 1TB,5,2024-06-07,140.0,10051,USA,700.0
103267,P1010,Ergonomic Chair Cushion,4,2024-08-19,30.0,10542,USA,120.0
103268,P1010,Ergonomic Chair Cushion,2,2024-01-03,30.0,10301,Germany,60.0
103268,P1006,Bluetooth Speaker,3,2024-02-18,55.0,11010,Germany,165.0
103268,P1007,Gaming Mousepad,3,2024-11-14,18.75,11715,Netherlands,56.25
103268,P1006,Bluetooth Speaker,1,2023-02-05,55.0,10941,USA,55.0
103269,P1005,HD Webcam,5,2024-06-20,65.0,10229,India,325.0
103269,P1004,Noise Cancelling Headphones,4,2024-01-12,120.0,10028,UAE,480.0
103270,P1007,Gaming Mousepad,3,2024-02-10,18.75,10719,India,56.25
103271,P1004,Noise Cancelling Headphones,1,2024-07-01,120.0,10868,UAE,120.0
103271,P1010,Ergonomic Chair Cushion,1,2024-09-05,30.0,10839,USA,30.0
103271,P1010,Ergonomic Chair Cushion,2,2023-05-11,30.0,11476,India,60.0
103272,P1010,Ergonomic Chair Cushion,4,2023-03-19,30.0,11635,Netherlands,120.0
103272,P1009,USB-C Hub,3,2024-06-22,45.0,11851,UAE,135.0
103272,P1005,HD Webcam,5,2024-04-28,65.0,10977,Germany,325.0
103272,P1008,External SSD 1TB,2,2024-06-02,140.0,10514,Singapore,280.0
103273,P1006,Bluetooth Speaker,3,2024-02-25,55.0,11761,France,165.0
103273,P1004,Noise Cancelling Headphones,1,2023-02-13,120.0,11348,USA,120.0
103273,P1003,Laptop Stand,5,2023-03-13,35.0,10583,France,175.0
103274,P1006,Bluetooth Speaker,1,2024-09-07,55.0,10435,USA,55.0
103274,P1001,Wireless Mouse,2,2023-11-11,15.99,10036,India,31.98
103274,P1002,USB Keyboard,5,2024-11-22,25.5,10587,USA,127.5
103274,P1007,Gaming Mousepad,5,2023-05-12,18.75,10401,USA,93.75
103275,P1004,Noise Cancelling Headphones,2,2024-05-05,120.0,11114,India,240.0
103275,P1005,HD Webcam,1,2023-05-10,65.0,11606,France,65.0
103276,P1010,Ergonomic Chair Cushion,5,2023-09-02,30.0,11898,UAE,150.0
103277,P1001,Wireless Mouse,4,2024-12-25,15.99,11582,Singapore,63.96
103277,P1002,USB Keyboard,4,2023-08-16,25.5,11746,Singapore,102.0
103277,P1004,Noise Cancelling Headphones,1,2023-07-31,120.0,11255,USA,120.0
103277,P1008,External SSD 1TB,5,2024-10-31,140.0,10113,India,700.0
103278,P1010,Ergonomic Chair Cushion,1,2023-12-29,30.0,10721,Netherlands,30.0
103278,P1004,Noise Cancelling Headphones,4,2024-10-03,120.0,10867,Singapore,480.0
103278,P1003,Laptop Stand,5,2024-09-07,35.0,11863,Netherlands,175.0
103278,P1003,Laptop Stand,5,2024-02-15,35.0,11180,India,175.0
103279,P1005,HD Webcam,1,2024-12-29,65.0,10785,Singapore,65.0
103279,P1003,Laptop Stand,5,2024-08-27,35.0,10836,Netherlands,175.0
103279,P1008,External SSD 1TB,1,2024-01-24,140.0,11852,Netherlands,140.0
103279,P1005,HD Webcam,3,2024-07-13,65.0,10956,Netherlands,195.0
103280,P1007,Gaming Mousepad,3,2023-01-11,18.75,11661,Singapore,56.25
103280,P1008,External SSD 1TB,4,2024-04-25,140.0,11924,UAE,560.0
103280,P1005,HD Webcam,4,2023-01-19,65.0,10168,Netherlands,260.0
103280,P1008,External SSD 1TB,2,2023-08-21,140.0,11176,Germany,280.0
103281,P1003,Laptop Stand,3,2023-10-01,35.0,10832,USA,105.0
103282,P1007,Gaming Mousepad,3,2023-01-07,18.75,10748,Germany,56.25
103283,P1008,External SSD 1TB,2,2023-01-04,140.0,11098,United Kingdom,280.0
103283,P1007,Gaming Mousepad,1,2023-05-29,18.75,10717,India,18.75
103284,P1002,USB Keyboard,3,2023-05-08,25.5,11832,France,76.5
103285,P1008,External SSD 1TB,3,2023-02-10,140.0,11901,France,420.0
103285,P1006,Bluetooth Speaker,4,2024-08-11,55.0,11970,India,220.0
103285,P1010,Ergonomic Chair Cushion,2,2024-01-25,30.0,11992,India,60.0
103285,P1003,Laptop Stand,2,2024-04-05,35.0,10688,USA,70.0
103286,P1004,Noise Cancelling Headphones,4,2023-05-26,120.0,10558,Germany,480.0
103286,P1007,Gaming Mousepad,3,2024-04-15,18.75,10900,Singapore,56.25
103287,P1003,Laptop Stand,5,2024-11-16,35.0,11431,UAE,175.0
103287,P1001,Wireless Mouse,2,2024-01-13,15.99,10837,Netherlands,31.98
103288,P1006,Bluetooth Speaker,3,2024-04-23,55.0,10464,USA,165.0
103288,P1003,Laptop Stand,1,2024-08-19,35.0,11723,United Kingdom,35.0
103289,P1010,Ergonomic Chair Cushion,2,2024-07-10,30.0,11146,India,60.0
103289,P1006,Bluetooth Speaker,4,2023-02-12,55.0,10330,UAE,220.0
103289,P1010,Ergonomic Chair Cushion,2,2024-12-20,30.0,10541,UAE,60.0
103289,P1003,Laptop Stand,4,2023-02-19,35.0,11163,Netherlands,140.0
103290,P1006,Bluetooth Speaker,1,2023-08-19,55.0,10142,India,55.0
103290,P1004,Noise Cancelling Headphones,3,2023-10-04,120.0,10653,Singapore,360.0
103290,P1004,Noise Cancelling Headphones,4,2024-05-11,120.0,11159,India,480.0
103291,P1010,Ergonomic Chair Cushion,4,2024-10-01,30.0,10623,Singapore,120.0
103291,P1010,Ergonomic Chair Cushion,1,2023-10-16,30.0,11327,India,30.0
103291,P1002,USB Keyboard,5,2023-08-08,25.5,10908,Singapore,127.5
103291,P1004,Noise Cancelling Headphones,2,2023-01-30,120.0,11819,Netherlands,240.0
103292,P1004,Noise Cancelling Headphones,5,2024-12-09,120.0,11875,Singapore,600.0
103293,P1007,Gaming Mousepad,2,2023-02-02,18.75,10560,Germany,37.5
103294,P1005,HD Webcam,1,2023-03-16,65.0,11561,India,65.0
103294,P1008,External SSD 1TB,1,2023-09-06,140.0,10439,USA,140.0
103294,P1007,Gaming Mousepad,5,2023-04-05,18.75,10808,India,93.75
103294,P1010,Ergonomic Chair Cushion,1,2023-08-01,30.0,11895,UAE,30.0
103295,P1009,USB-C Hub,3,2023-03-30,45.0,11703,United Kingdom,135.0
103295,P1008,External SSD 1TB,5,2023-05-26,140.0,10381,USA,700.0
103295,P1009,USB-C Hub,4,2024-04-27,45.0,10764,United Kingdom,180.0
103295,P1001,Wireless Mouse,4,2024-03-23,15.99,11046,France,63.96
103296,P1010,Ergonomic Chair Cushion,1,2023-10-12,30.0,10188,USA,30.0
103296,P1003,Laptop Stand,1,2024-12-18,35.0,10526,USA,35.0
103297,P1005,HD Webcam,2,2023-11-29,65.0,10512,Singapore,130.0
103297,P1009,USB-C Hub,5,2023-03-25,45.0,11531,Netherlands,225.0
103297,P1008,External SSD 1TB,5,2023-09-15,140.0,10209,France,700.0
103297,P1010,Ergonomic Chair Cushion,3,2023-09-25,30.0,11584,Singapore,90.0
103298,P1007,Gaming Mousepad,4,2023-11-26,18.75,10456,Singapore,75.0
103298,P1002,USB Keyboard,4,2023-10-19,25.5,11660,USA,102.0
103299,P1006,Bluetooth Speaker,3,2024-01-26,55.0,11345,Germany,165.0
103300,P1004,Noise Cancelling Headphones,2,2023-10-01,120.0,10561,UAE,240.0
103300,P1005,HD Webcam,3,2024-07-25,65.0,10332,USA,195.0
103301,P1005,HD Webcam,2,2024-03-07,65.0,11037,Netherlands,130.0
103301,P1004,Noise Cancelling Headphones,2,2024-11-21,120.0,11224,United Kingdom,240.0
103301,P1004,Noise Cancelling Headphones,2,2023-04-11,120.0,10537,Singapore,240.0
103301,P1004,Noise Cancelling Headphones,1,2024-08-01,120.0,10479,India,120.0
103302,P1002,USB Keyboard,1,2024-01-29,25.5,10898,USA,25.5
103303,P1001,Wireless Mouse,2,2023-05-12,15.99,10401,India,31.98
103303,P1002,USB Keyboard,3,2023-05-06,25.5,10468,Germany,76.5
103303,P1007,Gaming Mousepad,3,2023-01-25,18.75,11310,United Kingdom,56.25
103304,P1001,Wireless Mouse,3,2023-07-08,15.99,11239,Germany,47.97
103304,P1006,Bluetooth Speaker,1,2023-03-10,55.0,11313,Netherlands,55.0
103305,P1004,Noise Cancelling Headphones,2,2024-03-28,120.0,10297,Singapore,240.0
103306,P1002,USB Keyboard,4,2023-02-16,25.5,11348,UAE,102.0
103306,P1003,Laptop Stand,3,2023-10-10,35.0,10702,Singapore,105.0
103307,P1007,Gaming Mousepad,1,2024-09-28,18.75,10543,Netherlands,18.75
103308,P1006,Bluetooth Speaker,5,2024-12-02,55.0,11918,Germany,275.0
103309,P1006,Bluetooth Speaker,2,2024-08-05,55.0,10724,Netherlands,110.0
103309,P1008,External SSD 1TB,3,2024-07-14,140.0,11773,USA,420.0
103310,P1008,External SSD 1TB,1,2023-11-13,140.0,11562,Netherlands,140.0
103310,P1006,Bluetooth Speaker,5,2023-12-09,55.0,11248,India,275.0
103310,P1001,Wireless Mouse,2,2024-03-31,15.99,10898,United Kingdom,31.98
103311,P1010,Ergonomic Chair Cushion,4,2024-02-18,30.0,11234,United Kingdom,120.0
103312,P1007,Gaming Mousepad,2,2024-02-04,18.75,11016,UAE,37.5
103313,P1008,External SSD 1TB,2,2023-12-14,140.0,11024,Netherlands,280.0
103314,P1005,HD Webcam,3,2023-07-12,65.0,10236,France,195.0
103314,P1004,Noise Cancelling Headphones,2,2024-03-21,120.0,11399,Germany,240.0
103314,P1007,Gaming Mousepad,5,2023-10-21,18.75,10323,Germany,93.75
103315,P1006,Bluetooth Speaker,5,2024-04-15,55.0,10825,Netherlands,275.0
103315,P1006,Bluetooth Speaker,2,2023-09-12,55.0,10218,USA,110.0
103315,P1003,Laptop Stand,2,2023-04-03,35.0,10182,Germany,70.0
103316,P1010,Ergonomic Chair Cushion,5,2024-07-24,30.0,11012,Germany,150.0
103316,P1004,Noise Cancelling Headphones,5,2023-05-27,120.0,10233,India,600.0
103316,P1005,HD Webcam,3,2023-09-22,65.0,11110,UAE,195.0
103316,P1009,USB-C Hub,4,2024-08-30,45.0,10579,USA,180.0
103317,P1008,External SSD 1TB,5,2024-12-09,140.0,11171,Netherlands,700.0
103317,P1003,Laptop Stand,4,2024-11-25,35.0,10651,USA,140.0
103318,P1006,Bluetooth Speaker,4,2023-03-26,55.0,11855,France,220.0
103318,P1010,Ergonomic Chair Cushion,5,2024-10-14,30.0,10094,UAE,150.0
103318,P1001,Wireless Mouse,3,2023-02-26,15.99,11608,UAE,47.97
103319,P1003,Laptop Stand,2,2024-01-15,35.0,10716,Netherlands,70.0
103319,P1010,Ergonomic Chair Cushion,1,2024-11-17,30.0,10929,Singapore,30.0
103320,P1007,Gaming Mousepad,2,2023-07-24,18.75,10736,UAE,37.5
103320,P1007,Gaming Mousepad,1,2024-11-04,18.75,11703,USA,18.75
103320,P1002,USB Keyboard,5,2024-09-19,25.5,10757,United Kingdom,127.5
103320,P1003,Laptop Stand,2,2023-06-30,35.0,10429,Netherlands,70.0
103321,P1007,Gaming Mousepad,2,2024-03-12,18.75,10157,USA,37.5
103321,P1006,Bluetooth Speaker,1,2023-12-03,55.0,10942,United Kingdom,55.0
103322,P1007,Gaming Mousepad,3,2024-07-28,18.75,11658,United Kingdom,56.25
103322,P1010,Ergonomic Chair Cushion,5,2023-06-07,30.0,10941,France,150.0
103322,P1009,USB-C Hub,5,2023-07-15,45.0,11173,Singapore,225.0
103323,P1008,External SSD 1TB,5,2024-05-30,140.0,11030,Netherlands,700.0
103323,P1006,Bluetooth Speaker,2,2023-06-14,55.0,11778,Singapore,110.0
103324,P1004,Noise Cancelling Headphones,4,2024-07-04,120.0,11571,UAE,480.0
103324,P1010,Ergonomic Chair Cushion,1,2023-02-05,30.0,10208,Singapore,30.0
103324,P1009,USB-C Hub,2,2024-10-16,45.0,10520,France,90.0
103325,P1007,Gaming Mousepad,3,2024-04-14,18.75,11322,France,56.25
103325,P1005,HD Webcam,3,2024-11-06,65.0,10131,Germany,195.0
103326,P1002,USB Keyboard,2,2024-05-23,25.5,11061,India,51.0
103326,P1009,USB-C Hub,1,2023-01-16,45.0,10923,France,45.0
103326,P1007,Gaming Mousepad,5,2023-09-05,18.75,11617,UAE,93.75
103327,P1009,USB-C Hub,5,2024-01-25,45.0,10452,Netherlands,225.0
103327,P1009,USB-C Hub,4,2023-08-28,45.0,10756,United Kingdom,180.0
103327,P1010,Ergonomic Chair Cushion,2,2024-09-12,30.0,10257,France,60.0
103328,P1005,HD Webcam,4,2023-05-02,65.0,10778,USA,260.0
103328,P1007,Gaming Mousepad,3,2023-04-25,18.75,10157,USA,56.25
